name,location,distance,start_date,end_date,category,search_location,search_time
TMC 15/18 ans Garçons,"SARTROUVILLE T.C., SARTROUVILLE","26,4 km",2/nov/2022,3/nov/2022,SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:43
Tournoi de la Toussaint CT Chavenay,"C.T. CHAVENAY, CHAVENAY","26,5 km",22/oct/2022,7/nov/2022,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:46
18ème OPEN FEMININ CAVERIVIERE,"CD SEINE ST DENIS, AULNAY SOUS BOIS","26,6 km",5/nov/2022,20/nov/2022,DD / SD,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:46
TMC 8/10 ANS ORANGE FILLES,"CD SEINE ST DENIS, AULNAY SOUS BOIS","26,6 km",26/nov/2022,26/nov/2022,SD,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:46
TMC 8/10 Ans VERT G&F,"CD SEINE ST DENIS, AULNAY SOUS BOIS","26,6 km",17/déc/2022,18/déc/2022,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:46
TMC 8/10 ans Orange Filles,"CD SEINE ST DENIS, AULNAY SOUS BOIS","26,6 km",21/janv/2023,21/janv/2023,SD,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:46
TMC 30à15/4 OCTOBRE ROSE.3 matchs.Boissons offert,"BLANC-MESNIL SPORT TENNIS, LE BLANC MESNIL","27,3 km",29/oct/2022,30/oct/2022,DM / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:46
TMC 15/3à15/1 OCTOBRE ROSE.3matchs.Boissons offert,"BLANC-MESNIL SPORT TENNIS, LE BLANC MESNIL","27,3 km",29/oct/2022,30/oct/2022,SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:47
tournoi interne 23,"EVRY GREGY TC, EVRY GREGY SUR YERRE","27,3 km",1/déc/2022,16/avr/2023,SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:47
TMC orange 8/10 ans,"CHAMPS SUR MARNE TC, CHAMPS SUR MARNE","27,6 km",11/nov/2022,11/nov/2022,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:47
TMC 11/12 30/1 - 15/4,"CHAMPS SUR MARNE TC, CHAMPS SUR MARNE","27,6 km",31/déc/2022,2/janv/2023,SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:47
TMC SENIOR +,"ROISSY EN BRIE AST, ROISSY EN BRIE","27,6 km",15/janv/2023,15/janv/2023,SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:47
TMC 11/14 garçons,"ROISSY EN BRIE AST, ROISSY EN BRIE","27,6 km",10/déc/2022,11/déc/2022,SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:47
TMC 13/16 ans garçons,"ROISSY EN BRIE AST, ROISSY EN BRIE","27,6 km",5/nov/2022,6/nov/2022,SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:48
TOURNOI PRE-QUALIFICATIF TIM ESSONNE 2023,"CD YVELINES, FEUCHEROLLES","27,6 km",19/déc/2022,30/déc/2022,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:48
TMC CHAMBOURCY 30/1 à 15/5 (COMPLET),"A.S.M. CHAMBOURCY, CHAMBOURCY","27,8 km",5/nov/2022,6/nov/2022,SD,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:48
TMC CHAMBOURCY,"A.S.M. CHAMBOURCY, CHAMBOURCY","27,8 km",2/nov/2022,4/nov/2022,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:48
TMC CHAMBOURCY 30 à 15/3 (COMPLET),"A.S.M. CHAMBOURCY, CHAMBOURCY","27,8 km",5/nov/2022,6/nov/2022,SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:48
TMC SENIOR 15 à 1/6,"ESPERANCE SPORTIVE STAINS, STAINS","27,9 km",26/oct/2022,29/oct/2022,SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:48
Tournoi interne,"LOGNES TC, LOGNES","28,0 km",1/nov/2022,30/avr/2023,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:49
TMC Vert 9/10ans Filles,"MONTFERMEIL TENNIS 93, MONTFERMEIL","28,0 km",18/déc/2022,18/déc/2022,SD,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:49
Tournoi Open Femmes et Hommes 15/3 N1,"MONTFERMEIL TENNIS 93, MONTFERMEIL","28,0 km",24/déc/2022,8/janv/2023,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:49
Tournoi Hommes NC à 15/4,"MONTFERMEIL TENNIS 93, MONTFERMEIL","28,0 km",24/déc/2022,8/janv/2023,SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:49
TMC 8ans Orange,"MONTFERMEIL TENNIS 93, MONTFERMEIL","28,0 km",11/déc/2022,11/déc/2022,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:49
Tournoi Jeunes Montfermeil,"MONTFERMEIL TENNIS 93, MONTFERMEIL","28,0 km",31/oct/2022,5/nov/2022,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:49
Tournoi Montmagny Toussaint,"MONTMAGNY CH GRIMAUD TC, MONTMAGNY","28,0 km",23/oct/2022,6/nov/2022,SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:50
tournoi noel,"ENGHIEN TC, ST GRATIEN","28,3 km",17/déc/2022,1/janv/2023,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:50
TMC HOMMES 30 à 15/4 - 12 joueurs,"SAINT GRATIEN TC, ST GRATIEN","28,3 km",17/déc/2022,18/déc/2022,SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:50
TMC DAMES De NC à 30/1 16 joueuses,"SAINT GRATIEN TC, ST GRATIEN","28,3 km",5/nov/2022,6/nov/2022,SD,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:50
Tournoi Interne SGTC,"SAINT GRATIEN TC, ST GRATIEN","28,3 km",1/oct/2022,31/juil/2023,DD / SD / DX / DM / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:50
Tournoi interne Dourdan,"T.C. DOURDAN, DOURDAN","28,3 km",22/oct/2022,21/mai/2023,SD,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:51
Tournoi interne Dourdan,"T.C. DOURDAN, DOURDAN","28,3 km",22/oct/2022,21/mai/2023,DX / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:53
Tournoi interne double Dourdan,"T.C. DOURDAN, DOURDAN","28,3 km",22/oct/2022,21/mai/2023,DM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:53
"TMC Jeunes d'automne 2, 11-14 ans et 15-18ans","T.C. DOURDAN, DOURDAN","28,3 km",26/oct/2022,28/oct/2022,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:53
TMC 13-14 Fille NC- 30,"TC CLICHY SOUS BOIS, CLICHY SOUS BOIS","28,4 km",31/oct/2022,31/oct/2022,SD,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:53
TMC 8/10 garçons NC A 30,"TC CLICHY SOUS BOIS, CLICHY SOUS BOIS","28,4 km",19/déc/2022,19/déc/2022,SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:53
TMC FILLES 11/12 ANS NC-30/3,"TC CLICHY SOUS BOIS, CLICHY SOUS BOIS","28,4 km",21/déc/2022,21/déc/2022,SD,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:54
TMC 8/10 FILLES,"TC CLICHY SOUS BOIS, CLICHY SOUS BOIS","28,4 km",20/déc/2022,20/déc/2022,SD,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:54
TMC 8/10 garçons,"TC CLICHY SOUS BOIS, CLICHY SOUS BOIS","28,4 km",3/nov/2022,3/nov/2022,SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:54
TMC DOUBLE H,"TC CLICHY SOUS BOIS, CLICHY SOUS BOIS","28,4 km",27/nov/2022,27/nov/2022,DM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:54
TMC 8/10 Filles,"TC CLICHY SOUS BOIS, CLICHY SOUS BOIS","28,4 km",2/nov/2022,2/nov/2022,SD,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:54
DOUBLE HOMME,"TC CLICHY SOUS BOIS, CLICHY SOUS BOIS","28,4 km",18/déc/2022,18/déc/2022,DM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:54
TMC 11/12 F 30/4- 30,"TC CLICHY SOUS BOIS, CLICHY SOUS BOIS","28,4 km",27/oct/2022,27/oct/2022,SD,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:55
tournoi jeune,"LES ESSARTS T.C., LES ESSARTS LE ROI","28,4 km",23/oct/2022,6/nov/2022,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:55
SM - SD - +55M - 11/12 G/F - 13/14 G/F - 15/16 G/F,"SANNOIS OSS TENNIS-SQUASH-BADMINTON-PADEL, SANNOIS","28,5 km",16/déc/2022,1/janv/2023,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:55
Trophée Alain Gillet 2023,"CD SEINE ET MARNE, CROISSY BEAUBOURG","28,8 km",15/nov/2022,10/avr/2023,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:55
Trophée Tennis Entreprise - Villages Nature Paris,"CD SEINE ET MARNE, CROISSY BEAUBOURG","28,8 km",1/oct/2022,12/mars/2023,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:55
TOURNOI CAT TOUSSAINT 2022,"CLUB AULNAYSIEN DE TENNIS, AULNAY SOUS BOIS","28,9 km",21/oct/2022,5/nov/2022,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:55
Tournoi galaxie Vert Garçon,"T.C. ST LOUIS DE POISSY, POISSY","28,9 km",26/oct/2022,27/oct/2022,SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:56
Tournoi Interne 2023 (ouvert à 2 clubs Oxygen PSA),"T.C. ST LOUIS DE POISSY, POISSY","28,9 km",31/oct/2022,2/juil/2023,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:56
Tournoi galaxie Vert fille,"T.C. ST LOUIS DE POISSY, POISSY","28,9 km",26/oct/2022,27/oct/2022,SD,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:56
Tournoi YVAN CHOLLET 2022,"OZOIR LA FERRIERE TC, OZOIR LA FERRIERE","29,2 km",18/déc/2022,8/janv/2023,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:56
Orange US St Arnoult,"U.S. SAINT ARNOULT TENNIS, ST ARNOULT EN YVELINES","29,2 km",27/déc/2022,28/déc/2022,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:56
Vert Galaxie Noël US St Arnoult,"U.S. SAINT ARNOULT TENNIS, ST ARNOULT EN YVELINES","29,2 km",29/déc/2022,30/déc/2022,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:57
Vert Noël US St Arnoult,"U.S. SAINT ARNOULT TENNIS, ST ARNOULT EN YVELINES","29,2 km",17/déc/2022,23/déc/2022,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:57
Jeunes US St Arnoult,"U.S. SAINT ARNOULT TENNIS, ST ARNOULT EN YVELINES","29,2 km",24/oct/2022,4/nov/2022,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:57
TMC de Toussaint en journée,"TC LIVRY GARGAN, LIVRY GARGAN","29,2 km",30/oct/2022,31/oct/2022,DM / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:57
TMC 11/12 ans,"TC LIVRY GARGAN, LIVRY GARGAN","29,2 km",2/nov/2022,3/nov/2022,SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:57
TOURNOI OPEN JEUNES,"ERMONT A.C.T., ERMONT","29,2 km",21/oct/2022,30/oct/2022,SD / SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:57
Tournoi interne 4e série,"CESSON AT VERT ST DENIS, VERT-SAINT-DENIS","29,6 km",1/janv/2023,25/juin/2023,SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:58
Tournoi Orange,"CESSON AT VERT ST DENIS, VERT-SAINT-DENIS","29,6 km",22/janv/2023,22/janv/2023,SM,"Massy, 91, Essonne, Île-de-France",2022-10-27 17:14:58
